Tourist ID,Age,Interests,Preferred Tour Duration,Accessibility,Site Name,Sites Visited,Tour Duration,Route ID,Tourist Rating,System Response Time,Recommendation Accuracy,VR Experience Quality,Satisfaction
200,43,"['Architecture', 'History']",8,True,Colosseum,"['Taj Mahal', 'Great Wall of China', 'Eiffel Tower']",7,200000,2.0,3.41,92,4.6,3
201,64,['Cultural'],3,False,Eiffel Tower,['Colosseum'],3,201000,1.8,1.84,85,4.0,3
202,66,"['Architecture', 'History', 'Cultural']",7,True,Taj Mahal,['Taj Mahal'],2,202000,3.1,1.78,96,4.8,3
203,51,"['Nature', 'Cultural']",4,False,Taj Mahal,"['Colosseum', 'Taj Mahal', 'Machu Picchu']",7,203000,2.7,2.59,100,4.1,3
204,41,['Art'],6,True,Great Wall of China,"['Great Wall of China', 'Eiffel Tower', 'Colosseum']",5,204000,4.0,4.96,98,4.2,4
205,51,"['Art', 'Cultural']",3,False,Eiffel Tower,['Colosseum'],2,205000,1.3,3.96,91,4.9,3
206,57,['Nature'],8,False,Taj Mahal,"['Colosseum', 'Taj Mahal']",3,206000,3.7,2.33,99,4.6,4
207,55,"['Nature', 'Architecture', 'History']",4,True,Machu Picchu,['Taj Mahal'],2,207000,3.3,3.33,87,4.1,3
208,33,"['Cultural', 'Art']",7,True,Taj Mahal,['Eiffel Tower'],3,208000,3.0,3.51,92,4.2,3
209,32,"['Art', 'History']",5,False,Machu Picchu,"['Colosseum', 'Taj Mahal', 'Great Wall of China']",7,209000,4.4,2.4,97,4.9,4
210,54,"['Architecture', 'Art', 'History']",5,True,Colosseum,"['Taj Mahal', 'Eiffel Tower', 'Machu Picchu']",8,210000,4.0,4.86,87,4.6,4
211,52,['Nature'],5,True,Colosseum,['Eiffel Tower'],1,211000,4.3,2.85,88,4.4,4
212,67,['Nature'],6,True,Eiffel Tower,['Machu Picchu'],2,212000,3.3,3.72,88,4.1,3
213,47,['Architecture'],7,True,Taj Mahal,['Machu Picchu'],3,213000,3.7,2.21,91,4.7,4
214,28,"['Art', 'History', 'Cultural']",3,False,Colosseum,"['Taj Mahal', 'Eiffel Tower']",6,214000,2.6,3.9,86,4.3,3
215,38,"['History', 'Art', 'Architecture']",6,False,Great Wall of China,"['Eiffel Tower', 'Colosseum', 'Taj Mahal']",4,215000,3.3,2.56,97,4.4,3
216,52,['Art'],3,True,Machu Picchu,['Great Wall of China'],2,216000,1.1,2.92,94,4.8,3
217,69,"['Nature', 'Cultural', 'Art']",7,False,Colosseum,['Machu Picchu'],2,217000,4.5,1.94,94,4.4,5
218,27,"['Cultural', 'History']",5,False,Taj Mahal,"['Eiffel Tower', 'Colosseum']",6,218000,3.0,1.76,89,4.2,3
219,44,"['Nature', 'Cultural', 'Art']",5,True,Taj Mahal,['Great Wall of China'],2,219000,1.7,2.25,100,4.8,3
220,58,"['Art', 'Nature']",5,True,Taj Mahal,"['Eiffel Tower', 'Machu Picchu', 'Great Wall of China']",6,220000,2.4,3.7,100,4.8,3
221,38,['Architecture'],7,False,Great Wall of China,"['Eiffel Tower', 'Machu Picchu']",6,221000,2.0,2.59,91,4.2,3
222,68,"['Architecture', 'History', 'Nature']",4,False,Colosseum,"['Machu Picchu', 'Eiffel Tower', 'Taj Mahal']",6,222000,2.5,2.39,86,4.7,3
223,24,"['Art', 'History']",4,False,Eiffel Tower,"['Eiffel Tower', 'Colosseum', 'Taj Mahal']",6,223000,1.4,4.28,85,4.7,3
224,41,['Architecture'],8,True,Colosseum,['Eiffel Tower'],2,224000,1.2,4.8,95,4.3,3
225,61,['Cultural'],5,False,Great Wall of China,"['Colosseum', 'Great Wall of China']",3,225000,3.1,4.18,86,5.0,3
226,33,"['Nature', 'Architecture']",8,True,Machu Picchu,"['Machu Picchu', 'Colosseum', 'Taj Mahal']",3,226000,2.9,2.74,98,5.0,3
227,49,"['Architecture', 'Nature']",8,True,Taj Mahal,"['Colosseum', 'Machu Picchu']",5,227000,2.7,1.76,97,4.2,3
228,37,"['Cultural', 'Art', 'Nature']",3,False,Machu Picchu,['Taj Mahal'],1,228000,2.3,2.33,99,4.5,3
229,62,['Architecture'],3,False,Great Wall of China,"['Eiffel Tower', 'Colosseum', 'Great Wall of China']",7,229000,3.7,2.45,87,4.9,4
230,61,"['History', 'Nature']",8,True,Colosseum,"['Colosseum', 'Great Wall of China']",4,230000,1.2,1.68,100,4.5,3
231,52,"['Architecture', 'History']",4,True,Colosseum,['Colosseum'],3,231000,2.6,2.5,100,4.2,3
232,37,"['Architecture', 'Cultural']",7,False,Great Wall of China,"['Machu Picchu', 'Great Wall of China']",4,232000,3.7,1.58,92,5.0,4
233,36,"['History', 'Cultural']",8,False,Great Wall of China,['Taj Mahal'],2,233000,4.5,3.34,87,4.4,5
234,41,"['Art', 'Nature', 'History']",3,False,Eiffel Tower,"['Great Wall of China', 'Colosseum', 'Taj Mahal']",6,234000,4.8,2.6,86,4.6,5
235,18,['Nature'],6,True,Taj Mahal,"['Colosseum', 'Taj Mahal', 'Eiffel Tower']",6,235000,4.2,1.71,94,4.0,4
236,25,['Art'],6,True,Taj Mahal,"['Taj Mahal', 'Machu Picchu']",4,236000,1.2,4.16,94,4.7,3
237,23,"['Art', 'History']",8,False,Eiffel Tower,"['Machu Picchu', 'Eiffel Tower']",3,237000,4.9,3.45,92,4.7,5
238,41,['Nature'],5,False,Machu Picchu,['Taj Mahal'],1,238000,1.7,2.15,98,4.8,3
239,21,"['Nature', 'Architecture']",5,False,Taj Mahal,"['Machu Picchu', 'Great Wall of China']",5,239000,3.5,4.22,90,4.1,4
240,67,['Art'],3,False,Eiffel Tower,"['Colosseum', 'Taj Mahal', 'Great Wall of China']",8,240000,1.6,2.11,85,4.7,3
241,24,"['Art', 'History']",7,True,Great Wall of China,['Machu Picchu'],1,241000,4.6,2.85,98,4.9,5
242,39,['Art'],6,True,Machu Picchu,['Eiffel Tower'],3,242000,2.2,4.92,89,4.3,3
243,36,"['History', 'Cultural']",8,False,Machu Picchu,"['Machu Picchu', 'Eiffel Tower']",3,243000,2.6,2.02,87,4.9,3
244,62,"['Architecture', 'Art', 'Nature']",4,False,Taj Mahal,['Great Wall of China'],1,244000,3.2,2.7,89,4.8,3
245,30,"['Art', 'Cultural', 'Nature']",6,True,Great Wall of China,"['Machu Picchu', 'Great Wall of China', 'Taj Mahal']",7,245000,2.5,2.57,95,4.4,3
246,32,['Cultural'],7,True,Machu Picchu,['Machu Picchu'],2,246000,3.6,3.61,90,4.4,4
247,69,"['Cultural', 'Art', 'Nature']",4,True,Great Wall of China,"['Great Wall of China', 'Taj Mahal']",6,247000,3.2,1.8,95,4.7,3
248,31,"['History', 'Nature', 'Cultural']",5,True,Colosseum,"['Colosseum', 'Machu Picchu', 'Eiffel Tower']",6,248000,1.5,3.64,100,5.0,3
249,64,"['Cultural', 'Architecture']",5,False,Eiffel Tower,['Machu Picchu'],1,249000,3.3,1.9,85,4.5,3
250,48,"['Art', 'Cultural', 'History']",7,True,Great Wall of China,"['Eiffel Tower', 'Great Wall of China', 'Colosseum']",6,250000,1.5,4.9,96,4.7,3
251,47,"['Cultural', 'Art']",8,True,Taj Mahal,['Taj Mahal'],1,251000,2.0,3.67,96,4.7,3
252,29,['Nature'],3,False,Great Wall of China,"['Taj Mahal', 'Colosseum']",3,252000,4.5,2.94,97,4.4,5
253,21,"['History', 'Cultural']",7,False,Great Wall of China,"['Taj Mahal', 'Machu Picchu', 'Colosseum']",7,253000,4.5,3.26,93,4.1,5
254,37,"['History', 'Cultural', 'Art']",6,True,Eiffel Tower,['Great Wall of China'],1,254000,4.3,2.51,97,4.3,4
255,54,"['History', 'Nature']",5,True,Colosseum,['Eiffel Tower'],3,255000,3.5,3.78,96,4.0,4
256,25,"['History', 'Architecture', 'Nature']",5,False,Taj Mahal,['Great Wall of China'],1,256000,2.8,3.65,94,4.1,3
257,66,"['Art', 'Nature', 'History']",3,True,Colosseum,['Colosseum'],3,257000,4.6,4.35,86,4.1,5
258,39,['Art'],3,False,Eiffel Tower,['Machu Picchu'],2,258000,3.1,4.7,85,4.2,3
259,33,"['Art', 'Nature', 'History']",6,False,Colosseum,"['Machu Picchu', 'Great Wall of China']",6,259000,1.4,3.9,91,4.5,3
260,51,"['History', 'Architecture', 'Art']",7,False,Great Wall of China,"['Eiffel Tower', 'Colosseum']",4,260000,3.0,1.99,87,4.4,3
261,43,"['Architecture', 'Art']",7,False,Machu Picchu,"['Great Wall of China', 'Eiffel Tower', 'Colosseum']",6,261000,4.8,2.92,94,4.0,5
262,33,['Architecture'],3,False,Great Wall of China,"['Taj Mahal', 'Machu Picchu']",4,262000,1.9,4.52,97,4.5,3
263,59,"['History', 'Nature']",5,True,Taj Mahal,"['Machu Picchu', 'Great Wall of China']",6,263000,3.5,4.66,90,4.3,4
264,44,['History'],7,True,Colosseum,"['Taj Mahal', 'Machu Picchu', 'Eiffel Tower']",7,264000,1.7,2.65,85,4.1,3
265,21,"['Nature', 'Architecture']",3,False,Colosseum,"['Great Wall of China', 'Machu Picchu']",4,265000,2.9,2.21,100,4.9,3
266,45,"['Cultural', 'History']",7,True,Taj Mahal,['Great Wall of China'],2,266000,3.8,1.61,93,4.9,4
267,44,"['Architecture', 'Art']",6,True,Eiffel Tower,"['Colosseum', 'Eiffel Tower']",4,267000,2.3,3.38,86,4.3,3
268,37,['Nature'],3,True,Machu Picchu,"['Machu Picchu', 'Taj Mahal', 'Great Wall of China']",8,268000,3.4,1.74,85,4.2,3
269,53,"['Nature', 'History']",8,False,Colosseum,"['Colosseum', 'Machu Picchu']",4,269000,4.6,3.72,90,4.2,5
270,40,['Art'],3,False,Colosseum,"['Eiffel Tower', 'Great Wall of China']",6,270000,4.1,2.56,91,4.4,4
271,36,"['History', 'Architecture', 'Art']",7,True,Colosseum,"['Colosseum', 'Machu Picchu', 'Eiffel Tower']",7,271000,3.4,4.7,87,4.5,3
272,61,"['Cultural', 'History']",3,False,Colosseum,['Taj Mahal'],1,272000,3.2,3.47,97,4.0,3
273,41,"['Architecture', 'Nature']",7,False,Eiffel Tower,"['Machu Picchu', 'Colosseum']",4,273000,3.1,3.63,92,4.4,3
274,35,['Art'],6,False,Machu Picchu,"['Great Wall of China', 'Machu Picchu', 'Colosseum']",6,274000,3.7,2.08,86,4.3,4
275,55,"['Cultural', 'History']",6,True,Colosseum,"['Taj Mahal', 'Great Wall of China']",4,275000,4.6,3.56,94,4.1,5
276,68,"['Cultural', 'History', 'Art']",7,False,Machu Picchu,"['Machu Picchu', 'Colosseum', 'Taj Mahal']",4,276000,2.0,3.0,93,4.1,3
277,26,"['Art', 'Architecture']",5,False,Machu Picchu,"['Taj Mahal', 'Eiffel Tower']",4,277000,2.9,3.44,91,4.4,3
278,44,"['Art', 'Architecture', 'Cultural']",5,False,Machu Picchu,['Great Wall of China'],3,278000,4.7,2.54,91,4.0,5
279,19,"['Cultural', 'Art', 'History']",3,True,Great Wall of China,"['Taj Mahal', 'Eiffel Tower', 'Great Wall of China']",6,279000,3.0,2.3,90,4.8,3
280,68,['History'],3,False,Eiffel Tower,"['Taj Mahal', 'Colosseum', 'Great Wall of China']",6,280000,1.7,2.01,91,5.0,3
281,54,['Architecture'],6,True,Great Wall of China,['Great Wall of China'],3,281000,4.9,2.48,87,4.1,5
282,55,"['History', 'Art']",3,True,Colosseum,"['Taj Mahal', 'Eiffel Tower', 'Colosseum']",6,282000,4.9,4.99,86,4.8,5
283,28,"['Art', 'Architecture', 'History']",6,True,Colosseum,"['Taj Mahal', 'Eiffel Tower', 'Great Wall of China']",6,283000,3.4,1.51,89,4.1,3
284,39,"['Architecture', 'Cultural']",8,True,Taj Mahal,"['Machu Picchu', 'Eiffel Tower', 'Colosseum']",6,284000,2.4,4.98,99,4.8,3
285,56,"['History', 'Art', 'Architecture']",6,False,Taj Mahal,"['Machu Picchu', 'Great Wall of China', 'Eiffel Tower']",6,285000,3.9,4.68,97,4.2,4
286,32,['Architecture'],5,True,Eiffel Tower,['Great Wall of China'],3,286000,2.3,1.87,88,4.7,3
287,32,"['History', 'Architecture', 'Cultural']",6,True,Great Wall of China,['Great Wall of China'],2,287000,2.9,3.81,97,4.7,3
288,18,"['Art', 'Nature']",5,False,Taj Mahal,"['Great Wall of China', 'Colosseum']",4,288000,2.9,3.56,94,4.2,3
289,60,"['History', 'Architecture']",6,True,Colosseum,"['Colosseum', 'Eiffel Tower']",3,289000,1.3,4.85,97,4.6,3
290,28,"['Cultural', 'Nature', 'Art']",3,False,Machu Picchu,['Eiffel Tower'],2,290000,2.3,1.74,88,4.1,3
291,69,"['Cultural', 'Nature', 'Architecture']",8,False,Colosseum,"['Great Wall of China', 'Taj Mahal', 'Colosseum']",6,291000,1.7,3.74,97,4.6,3
292,46,"['Architecture', 'Nature']",8,True,Colosseum,"['Taj Mahal', 'Machu Picchu']",4,292000,3.1,3.78,86,4.8,3
293,22,['Architecture'],8,False,Eiffel Tower,"['Machu Picchu', 'Colosseum']",5,293000,1.6,3.84,85,4.3,3
294,66,"['History', 'Nature']",5,False,Taj Mahal,"['Taj Mahal', 'Eiffel Tower']",4,294000,4.5,4.32,91,4.9,5
295,58,"['History', 'Architecture', 'Nature']",7,False,Colosseum,"['Colosseum', 'Great Wall of China']",3,295000,3.6,2.94,87,4.5,4
296,48,"['Art', 'Cultural', 'Architecture']",6,True,Machu Picchu,"['Colosseum', 'Eiffel Tower']",3,296000,1.4,1.69,96,4.4,3
297,70,['Art'],6,False,Taj Mahal,"['Machu Picchu', 'Great Wall of China', 'Colosseum']",5,297000,4.6,1.78,85,4.6,5
298,70,"['Cultural', 'Architecture']",7,True,Colosseum,['Eiffel Tower'],2,298000,4.5,3.8,88,4.9,5
299,39,"['Art', 'History']",6,True,Colosseum,"['Machu Picchu', 'Taj Mahal', 'Great Wall of China']",5,299000,3.1,3.62,97,4.1,3
300,53,"['Art', 'Architecture']",8,False,Eiffel Tower,['Taj Mahal'],1,300000,2.0,3.48,86,4.4,3
301,49,"['Nature', 'Cultural']",8,True,Taj Mahal,"['Taj Mahal', 'Machu Picchu']",3,301000,3.9,3.73,95,4.7,4
302,18,['Nature'],6,False,Machu Picchu,['Colosseum'],3,302000,3.4,4.61,99,4.4,3
303,22,"['History', 'Cultural']",7,True,Machu Picchu,"['Great Wall of China', 'Colosseum']",4,303000,1.6,2.57,85,4.4,3
304,32,"['History', 'Art']",8,True,Great Wall of China,"['Eiffel Tower', 'Machu Picchu', 'Great Wall of China']",6,304000,2.6,2.3,92,4.6,3
305,64,"['Cultural', 'Architecture']",5,False,Machu Picchu,"['Taj Mahal', 'Machu Picchu', 'Colosseum']",6,305000,4.8,3.95,98,4.6,5
306,28,"['Architecture', 'Nature', 'Art']",8,True,Great Wall of China,"['Taj Mahal', 'Machu Picchu']",4,306000,4.9,4.3,91,4.2,5
307,62,"['Architecture', 'History']",6,False,Great Wall of China,['Taj Mahal'],2,307000,4.2,2.22,100,4.1,4
308,26,['Art'],5,True,Machu Picchu,"['Great Wall of China', 'Taj Mahal']",6,308000,4.5,3.33,94,4.7,5
309,35,"['Art', 'Nature', 'Architecture']",6,True,Taj Mahal,"['Colosseum', 'Eiffel Tower', 'Great Wall of China']",7,309000,3.1,2.24,96,4.2,3
310,49,"['Cultural', 'History']",7,False,Great Wall of China,"['Great Wall of China', 'Eiffel Tower']",3,310000,2.8,4.08,91,4.3,3
311,25,"['History', 'Nature']",8,True,Machu Picchu,"['Colosseum', 'Taj Mahal', 'Eiffel Tower']",4,311000,2.9,1.79,96,4.4,3
312,51,"['History', 'Architecture']",3,False,Machu Picchu,['Great Wall of China'],1,312000,2.2,3.75,100,4.3,3
313,24,['Nature'],5,False,Eiffel Tower,"['Eiffel Tower', 'Colosseum', 'Great Wall of China']",4,313000,2.2,4.14,99,4.8,3
314,56,"['Cultural', 'Art']",4,True,Colosseum,"['Machu Picchu', 'Colosseum']",5,314000,3.4,4.39,95,4.3,3
315,44,"['Architecture', 'Cultural', 'Nature']",7,True,Eiffel Tower,"['Machu Picchu', 'Great Wall of China']",3,315000,4.1,2.17,95,4.9,4
316,29,"['Art', 'Architecture', 'Nature']",6,True,Colosseum,"['Colosseum', 'Great Wall of China']",5,316000,3.4,2.39,93,4.5,3
317,44,"['History', 'Nature', 'Architecture']",7,True,Machu Picchu,['Taj Mahal'],1,317000,3.8,2.94,85,4.3,4
318,34,['History'],7,False,Taj Mahal,"['Machu Picchu', 'Eiffel Tower']",2,318000,1.4,4.06,92,4.7,3
319,26,['Nature'],3,True,Taj Mahal,"['Colosseum', 'Machu Picchu']",5,319000,1.4,3.89,87,4.6,3
320,18,"['Art', 'Architecture', 'Cultural']",3,False,Great Wall of China,"['Machu Picchu', 'Eiffel Tower', 'Great Wall of China']",9,320000,4.0,4.08,97,4.9,4
321,67,"['Nature', 'History', 'Architecture']",4,False,Eiffel Tower,"['Machu Picchu', 'Colosseum', 'Taj Mahal']",6,321000,2.8,3.94,99,4.2,3
322,41,"['History', 'Art']",6,True,Eiffel Tower,['Taj Mahal'],3,322000,1.4,2.3,91,4.4,3
323,18,"['History', 'Nature', 'Cultural']",4,False,Colosseum,['Taj Mahal'],1,323000,3.7,5.0,91,4.2,4
324,68,"['History', 'Art', 'Cultural']",4,False,Machu Picchu,"['Great Wall of China', 'Taj Mahal']",5,324000,3.9,2.19,97,4.7,4
325,57,"['Art', 'Cultural']",5,False,Machu Picchu,"['Machu Picchu', 'Taj Mahal', 'Great Wall of China']",8,325000,3.3,3.82,91,4.5,3
326,39,"['Art', 'Architecture']",6,True,Eiffel Tower,"['Machu Picchu', 'Great Wall of China']",4,326000,2.3,2.21,87,4.1,3
327,20,"['Art', 'Nature']",6,False,Colosseum,['Taj Mahal'],3,327000,3.3,3.09,100,4.6,3
328,55,"['Nature', 'History', 'Art']",6,False,Taj Mahal,"['Eiffel Tower', 'Taj Mahal', 'Colosseum']",6,328000,4.4,3.26,100,4.5,4
329,27,['History'],6,True,Colosseum,"['Eiffel Tower', 'Machu Picchu', 'Colosseum']",6,329000,3.0,4.27,86,4.9,3
330,29,"['Architecture', 'Cultural']",7,False,Colosseum,['Eiffel Tower'],1,330000,3.2,4.42,96,4.3,3
331,52,"['Art', 'Architecture']",5,False,Eiffel Tower,"['Eiffel Tower', 'Great Wall of China', 'Taj Mahal']",7,331000,1.9,4.58,85,4.2,3
332,23,"['Cultural', 'History']",3,False,Eiffel Tower,"['Colosseum', 'Great Wall of China', 'Taj Mahal']",7,332000,1.1,1.65,94,4.1,3
333,46,"['History', 'Architecture', 'Cultural']",5,True,Eiffel Tower,"['Eiffel Tower', 'Great Wall of China']",5,333000,2.3,2.27,86,4.1,3
334,35,"['Art', 'History', 'Architecture']",6,True,Eiffel Tower,"['Colosseum', 'Great Wall of China']",5,334000,2.5,4.25,86,4.1,3
335,46,"['History', 'Nature', 'Cultural']",5,True,Taj Mahal,"['Machu Picchu', 'Eiffel Tower']",4,335000,2.1,3.82,97,4.4,3
336,25,['Cultural'],7,True,Taj Mahal,"['Machu Picchu', 'Eiffel Tower']",4,336000,2.5,3.4,85,4.5,3
337,57,"['Cultural', 'Nature']",5,True,Machu Picchu,"['Colosseum', 'Machu Picchu']",2,337000,2.6,3.25,96,4.1,3
338,33,"['Art', 'Nature', 'History']",4,True,Great Wall of China,"['Machu Picchu', 'Taj Mahal', 'Colosseum']",4,338000,2.8,1.65,87,4.0,3
339,53,"['History', 'Architecture']",7,False,Great Wall of China,"['Colosseum', 'Machu Picchu']",4,339000,4.5,4.37,93,4.1,5
340,49,"['Nature', 'History']",7,False,Great Wall of China,"['Eiffel Tower', 'Great Wall of China']",2,340000,4.9,4.8,91,4.3,5
341,22,"['History', 'Nature', 'Cultural']",3,True,Machu Picchu,"['Great Wall of China', 'Machu Picchu']",4,341000,4.3,3.16,90,4.9,4
342,28,"['Nature', 'Cultural', 'Art']",7,False,Colosseum,"['Colosseum', 'Eiffel Tower', 'Taj Mahal']",6,342000,1.8,3.9,96,4.8,3
343,38,['Architecture'],7,False,Taj Mahal,['Eiffel Tower'],1,343000,2.6,4.34,85,4.8,3
344,38,"['Cultural', 'Nature']",6,False,Taj Mahal,"['Machu Picchu', 'Colosseum']",5,344000,4.4,2.42,98,4.4,4
345,57,"['Nature', 'History']",3,True,Taj Mahal,"['Taj Mahal', 'Colosseum']",3,345000,2.9,3.15,92,5.0,3
346,19,"['Art', 'Nature']",7,False,Colosseum,"['Machu Picchu', 'Eiffel Tower', 'Colosseum']",6,346000,3.4,3.6,85,4.0,3
347,50,"['Nature', 'Art']",7,False,Taj Mahal,['Taj Mahal'],1,347000,1.7,4.33,87,4.2,3
348,26,"['History', 'Architecture']",3,False,Eiffel Tower,['Taj Mahal'],3,348000,1.9,3.23,91,4.2,3
349,65,"['Architecture', 'Cultural', 'Nature']",4,True,Great Wall of China,['Taj Mahal'],1,349000,4.5,3.84,95,4.8,5
350,41,"['Nature', 'History']",8,True,Eiffel Tower,['Taj Mahal'],2,350000,3.0,2.76,90,4.7,3
351,55,['History'],6,False,Eiffel Tower,"['Eiffel Tower', 'Taj Mahal', 'Great Wall of China']",6,351000,2.3,3.81,87,4.6,3
352,45,"['Nature', 'History', 'Cultural']",5,True,Machu Picchu,['Eiffel Tower'],3,352000,2.3,1.83,98,4.3,3
353,43,"['Cultural', 'Nature', 'History']",3,True,Taj Mahal,['Machu Picchu'],1,353000,3.3,2.38,97,4.5,3
354,47,"['Nature', 'History']",6,False,Eiffel Tower,['Colosseum'],2,354000,3.8,2.17,88,4.2,4
355,64,['Architecture'],3,True,Great Wall of China,['Machu Picchu'],1,355000,1.2,3.8,89,4.5,3
356,65,"['Architecture', 'Cultural']",6,False,Colosseum,"['Taj Mahal', 'Colosseum', 'Machu Picchu']",7,356000,1.1,4.91,91,4.1,3
357,48,"['History', 'Architecture']",8,True,Eiffel Tower,"['Colosseum', 'Eiffel Tower', 'Great Wall of China']",6,357000,1.6,1.69,86,4.7,3
358,25,"['Art', 'History']",7,False,Machu Picchu,"['Taj Mahal', 'Colosseum', 'Great Wall of China']",6,358000,4.1,3.89,87,4.0,4
359,26,['Architecture'],3,False,Colosseum,"['Taj Mahal', 'Machu Picchu', 'Eiffel Tower']",7,359000,2.1,2.49,90,4.6,3
360,30,"['Art', 'History']",4,True,Machu Picchu,['Machu Picchu'],3,360000,3.1,2.17,98,4.2,3
361,26,"['Nature', 'Architecture', 'Art']",8,True,Great Wall of China,"['Taj Mahal', 'Great Wall of China', 'Machu Picchu']",8,361000,4.9,2.92,88,4.5,5
362,31,"['Art', 'Nature', 'History']",5,False,Machu Picchu,"['Eiffel Tower', 'Taj Mahal']",5,362000,4.3,2.81,94,4.4,4
363,42,['History'],3,True,Colosseum,"['Machu Picchu', 'Eiffel Tower']",4,363000,4.1,4.7,92,5.0,4
364,47,"['History', 'Cultural', 'Nature']",6,False,Great Wall of China,"['Taj Mahal', 'Machu Picchu']",2,364000,4.8,4.5,87,4.6,5
365,54,"['Cultural', 'Architecture']",7,False,Eiffel Tower,['Great Wall of China'],3,365000,1.8,3.94,87,4.7,3
366,21,"['Nature', 'Cultural']",3,False,Machu Picchu,['Taj Mahal'],2,366000,1.1,2.19,90,4.8,3
367,42,['Cultural'],8,False,Taj Mahal,"['Taj Mahal', 'Eiffel Tower']",4,367000,2.7,1.61,100,4.5,3
368,64,['Nature'],7,True,Machu Picchu,"['Machu Picchu', 'Eiffel Tower']",4,368000,2.8,2.12,97,4.7,3
369,42,"['Art', 'Cultural']",8,False,Eiffel Tower,['Eiffel Tower'],1,369000,2.1,2.53,94,4.4,3
370,19,['Cultural'],3,False,Machu Picchu,['Great Wall of China'],3,370000,2.1,1.71,98,4.6,3
371,70,"['History', 'Cultural']",3,False,Taj Mahal,"['Eiffel Tower', 'Colosseum']",4,371000,2.9,3.04,95,4.8,3
372,23,['Cultural'],7,True,Colosseum,"['Colosseum', 'Machu Picchu', 'Taj Mahal']",8,372000,3.8,4.58,90,4.4,4
373,26,"['Nature', 'Cultural']",5,False,Colosseum,"['Colosseum', 'Eiffel Tower', 'Great Wall of China']",7,373000,3.6,2.33,98,4.8,4
374,62,"['Nature', 'History', 'Art']",4,True,Colosseum,['Machu Picchu'],1,374000,3.5,1.78,88,4.2,4
375,70,['Nature'],5,False,Machu Picchu,['Colosseum'],2,375000,2.5,4.94,93,5.0,3
376,52,"['Cultural', 'Nature']",6,False,Eiffel Tower,"['Machu Picchu', 'Eiffel Tower', 'Colosseum']",6,376000,3.0,4.78,99,5.0,3
377,18,"['Nature', 'History', 'Architecture']",6,False,Great Wall of China,['Colosseum'],1,377000,4.7,4.57,97,4.6,5
378,56,"['Architecture', 'Cultural', 'History']",4,True,Eiffel Tower,"['Eiffel Tower', 'Colosseum']",4,378000,3.2,2.52,88,4.4,3
379,31,"['Art', 'Cultural']",6,True,Colosseum,['Machu Picchu'],2,379000,2.4,2.63,100,5.0,3
380,31,['History'],6,True,Eiffel Tower,"['Eiffel Tower', 'Taj Mahal']",2,380000,2.5,2.61,97,4.7,3
381,31,"['Nature', 'Art', 'Architecture']",8,False,Taj Mahal,"['Eiffel Tower', 'Taj Mahal', 'Great Wall of China']",7,381000,3.9,2.08,97,4.2,4
382,59,"['Cultural', 'Architecture']",5,False,Taj Mahal,"['Taj Mahal', 'Machu Picchu']",5,382000,4.8,4.46,93,4.2,5
383,40,"['Nature', 'History']",8,True,Eiffel Tower,"['Colosseum', 'Eiffel Tower']",3,383000,2.4,1.83,87,4.8,3
384,62,['Art'],7,True,Machu Picchu,"['Eiffel Tower', 'Colosseum']",4,384000,3.1,2.21,90,4.4,3
385,38,"['Architecture', 'History', 'Art']",3,True,Great Wall of China,['Colosseum'],1,385000,4.4,4.8,89,4.5,4
386,50,"['Cultural', 'Art']",7,False,Great Wall of China,"['Eiffel Tower', 'Colosseum', 'Great Wall of China']",4,386000,2.6,1.72,86,4.4,3
387,50,"['Architecture', 'History']",5,False,Taj Mahal,"['Great Wall of China', 'Taj Mahal']",4,387000,1.8,2.87,87,4.8,3
388,56,"['Nature', 'Cultural']",4,False,Eiffel Tower,['Eiffel Tower'],2,388000,4.7,3.55,99,4.3,5
389,36,['Nature'],5,True,Machu Picchu,['Machu Picchu'],1,389000,4.7,4.88,99,4.9,5
390,29,"['Art', 'Nature']",7,False,Colosseum,"['Taj Mahal', 'Colosseum']",5,390000,3.9,3.45,92,4.6,4
391,62,"['Nature', 'History', 'Art']",7,True,Great Wall of China,"['Colosseum', 'Eiffel Tower', 'Great Wall of China']",5,391000,4.7,3.15,94,4.5,5
392,34,"['Art', 'Nature']",8,False,Eiffel Tower,"['Great Wall of China', 'Eiffel Tower', 'Taj Mahal']",3,392000,4.5,3.23,96,4.3,5
393,57,"['Nature', 'Cultural', 'History']",8,True,Eiffel Tower,"['Eiffel Tower', 'Taj Mahal']",2,393000,3.4,3.56,87,4.6,3
